"variable","comparison","mean_a","mean_b","diff","n_a","n_b","t_stat"
"male","frenchx1vsnon-eeax1",0.573802774876921,0.519419862340216,0.0543829125367045,368665,4068,6.90435476170817
"part_time","frenchx1vsnon-eeax1",0.15955464568803,0.334409937888199,-0.174855292200169,369773,4025,-23.4339627828832
"age","non-eeax0vsnon-eeax1",37.3020312358942,39.1928553584811,-1.89082412258694,55385,4003,-11.2199414481311
"diploma","non-eeax0vsnon-eeax1",0.396952903586837,0.362816336757705,0.034136566829132,55397,3991,4.32624193280883
"experience_months","non-eeax0vsnon-eeax1",56.0609009659655,56.8046465151137,-0.743745549148151,55385,4003,-0.559332164716468
"formation","non-eeax0vsnon-eeax1",4.45076474872542,3.87887887887888,0.57188586984654,54920,3996,11.5112668730748
"male","non-eeax0vsnon-eeax1",0.55766449746927,0.519419862340216,0.0382446351290534,55320,4068,4.71342115496664
"part_time","non-eeax0vsnon-eeax1",0.288465018639835,0.334409937888199,-0.0459449192483638,55258,4025,-5.98011945599774
"monthly_wage","eeax0vseeax1",1433.18859200409,1614.60159793296,-181.413005928871,41862,8442,-11.3313044253361
"monthly_wage","eeax0vsfrenchx0",1433.18859200409,1412.14362074243,21.0449712616603,41862,6307269,4.46342431045042
"monthly_wage","eeax0vsfrenchx1",1433.18859200409,1629.1373130791,-195.948721075009,41862,525728,-37.089802971899
"monthly_wage","eeax0vsnon-eeax0",1433.18859200409,1392.77217306199,40.4164189421006,41862,81219,4.06018927573936
"monthly_wage","eeax0vsnon-eeax1",1433.18859200409,1363.68139195401,69.5072000500825,41862,7529,4.65400063800413
"monthly_wage","eeax1vsfrenchx0",1614.60159793296,1412.14362074243,202.457977190531,8442,6307269,13.2116206970603
"monthly_wage","eeax1vsfrenchx1",1614.60159793296,1629.1373130791,-14.5357151461385,8442,525728,-0.93727689503106
"monthly_wage","eeax1vsnon-eeax0",1614.60159793296,1392.77217306199,221.829424870971,8442,81219,12.5648705718465
"monthly_wage","eeax1vsnon-eeax1",1614.60159793296,1363.68139195401,250.920205978953,8442,7529,12.0216776452335
"monthly_wage","frenchx0vsfrenchx1",1412.14362074243,1629.1373130791,-216.993692336669,6307269,525728,-85.5977476295886
"monthly_wage","frenchx0vsnon-eeax0",1412.14362074243,1392.77217306199,19.3714476804403,6307269,81219,2.19897555918111
"monthly_wage","frenchx0vsnon-eeax1",1412.14362074243,1363.68139195401,48.4622287884222,6307269,7529,3.41344500815636
"monthly_wage","frenchx1vsnon-eeax0",1629.1373130791,1392.77217306199,236.36514001711,525728,81219,25.9001987741508
"monthly_wage","frenchx1vsnon-eeax1",1629.1373130791,1363.68139195401,265.455921125092,525728,7529,18.4394344785545
"monthly_wage","non-eeax0vsnon-eeax1",1392.77217306199,1363.68139195401,29.0907811079819,81219,7529,1.74341665450219
